Date,sender,tot_transactions,out_degree,in_degree,total_amount,max_amount,min_amount
2021-11,io1puwf0dreathkehm3qa34qs8u2vx32hkwfg0lhy,37,5,4,404003181567000000000000,100000000000000000000000,10000000000000000
2021-11,io1juvlhhtutaukddm60z7z768500hdx3nrremfp3,28,8,3,5121896602333000000000000,1323730000000000000000000,10000000000000000
2021-11,io17atzvep6xfyyx2ktnm6x3h4h859zfsaev7j0lu,8,5,0,5640000000000000000,5000000000000000000,10000000000000000
2021-11,io1as9v7kqvssqepr2sf3ygtp52s07gjd67gk0wr0,24,5,3,14463049914000000000000,14400000000000000000000,10000000000000000
2021-11,io13re5pxk22ht7qdkmc985yacve2u33vtw4gax6q,172,7,2,2379245537181236789000,300000000000000000000,10000000000000000
2021-11,io1adhrtfmvjdsthsl9pm77jpfle2jptnj3pew45q,58,23,3,599884462826662289000,200000000000000000000,0
2021-11,io10u9m04zsu3yc3g52y8s4rksgehk8tp030j044d,71,8,5,134416809928017344475000,49080000000000000000000,10000000000000000
2021-11,io1rs5gvxxvl8a897atchvw2pwneq00c0jwf2h46m,41,20,2,500406767000000000000,50100000000000000000,10000000000000000
2021-11,io19ytkxn7hxxwr35mhllcann9vg5zeyyee6nenq8,29,9,6,14159154468567108969433,4700000000000000000000,10000000000000000
2021-11,io1m6tmrck6n4q5e2g5ght6k88hdptl2q4gp4crgm,23,11,2,49416767207324489485,5000000000000000000,10000000000000000
2021-11,io1h5atm49tf20f5w8sptdc6a7tzkqpf7wktmyz8p,23,11,2,49428924435123462307,5000000000000000000,10000000000000000
2021-11,io1y05z5azqcmlfxwl4seks82rlqsxqmwqhd0gmy2,23,11,2,49416767789991682036,5000000000000000000,10000000000000000
2021-11,io1vy8jmpajsjjwxr6wjquy8wpnfecky23qjmxj9r,41,20,3,500406766161585142408,50100000000000000000,10000000000000000
2021-11,io1ffq8r3slh2yp5ngxmg6jylqx3sdvtygufad050,23,11,2,49428927149897850270,5000000000000000000,10000000000000000
2021-11,io1d3w98ce9f7q34rca89j9tllfmx4kdc3vaa0ufv,23,11,2,49428927614073891621,5000000000000000000,10000000000000000
2021-11,io1604fxksk99xsw8p6fkthu8tfq3ax5y56x8veyr,23,11,2,49416765532015426155,5000000000000000000,10000000000000000
2021-11,io1mn2svudwcvp6jrha35gyya42myl8ueyyk89zfk,23,11,2,49416768558285008632,5000000000000000000,10000000000000000
2021-11,io1pxh3szeml6gumwy2rt9uu23rfslwljuznydvzs,153,6,4,1698603361000000000000,950000000000000000000,2300000000000000
2021-11,io1z4hk7ftjpdf6zjwpt32q3q2de7ythqtnmq9emf,18,5,4,6201928413000000000000,5100000000000000000000,10000000000000000
2021-11,io17ue7m5qem9wr9zfqsmjun2my2tt84glhts5u0w,74,7,5,16267783305248410996000,3000000000000000000000,10000000000000000
2021-11,io1x4pcpm5uvfn62sdn9g2yqxmpnscs9jj0vwpp5t,73,6,4,9764886747863140020000,3824000000000000000000,10000000000000000
2021-11,io1hll6gujyepe5jukcgjww66zwsyp6xlr65x0wxv,1066,7,8,14112203457000000000000,3290000000000000000000,10000000000000000
2021-11,io1pwlsk40g4pcg464vdt6g9dufkmmpczdart2cxm,30,16,1,1529274517000000000000,105000000000000000000,10000000000000000
2021-11,io1gzz59rkm46c77qa7p4xe6jdcxdk5mpp37s9ueg,15,5,3,367550185863826231000,111000000000000000000,10000000000000000
2021-11,io188m8vmcvhvwyuag9rj8jd4t28akhel86a2qzdc,69,12,10,27824528486121505446,7300000000000000000,10000000000000000
2021-11,io1wu7tgh9qq8kttrxwvqdeenau0gwn4d35ck8wpe,21,6,1,658946830697215513000,140000000000000000000,10000000000000000
2021-11,io1d3a2ylkpgnk8xcxucqw79r4srvqulcws6ep2zq,23,11,2,49429000856062810388,5000000000000000000,10000000000000000
2021-11,io1pfqur6c3sepekzsanuz9tux2t3pwcfy5vhl44p,23,11,2,49428928113484851816,5000000000000000000,10000000000000000
2021-11,io1q599g3d724th8w0hp2pd4auylfx8svuk5yldw7,23,11,2,49416765610469392363,5000000000000000000,10000000000000000
2021-11,io1qxumfmfv9jstmsh02xmu9zufnmm2puulf0p0e3,23,11,2,49416765641313095106,5000000000000000000,10000000000000000
2021-11,io1psq90tm46m7tx4txvg0gvwd6qe64cnpfpspx6n,69,5,4,103825502222000000000000,71200000000000000000000,10000000000000000
2021-11,io1kuenxxmtd2zrk9kqsvp96zlvah7pe62z0ehw7r,1307,7,7,6864371980185894555000,1160000000000000000000,10000000000000000
2021-11,io14vys04fg069nqafyp5amjmrc6k6uljt8wg9wpj,33,7,2,22094078673071175070000,5613000000000000000000,10000000000000000
2021-11,io1zjef56rsnq3mr6z8j6wtgsmqhnmfvh0edxc77j,23,11,2,49428927527463001596,5000000000000000000,10000000000000000
2021-11,io16plyxm5nu9nrscaqsz60arglwn6c8ucm2ju6f6,23,11,2,49416768259887105312,5000000000000000000,10000000000000000
2021-11,io12q0a5684nu4l7zfch3v8s57wl5rs69fwtf33xf,23,11,2,49428925616793269143,5000000000000000000,10000000000000000
2021-11,io1ypeeffaycfnp3qfgd8l0n5a5y84vk64m8usjd6,23,11,2,49416768308306834847,5000000000000000000,10000000000000000
2021-11,io15rwh9plhn2dwf0x29va2vgqv2xggg2gp2huh9d,23,11,2,49428924447453086383,5000000000000000000,10000000000000000
2021-11,io1gjlcya46tn34v474k6r9dkh5fezv7x26wyjstt,23,11,2,49428927585283924331,5000000000000000000,10000000000000000
2021-11,io1d52hptq03g9txmlu7mawzn5sxgkud6h78xu2vf,2331,5,4,58964464472062816326091,8836000000000000000000,1674062816326091
2021-11,io1dyj80tp303jshhvumlfkfemclqnmnr6hng95ep,916,8,8,189193691299300086970988,32820873083178682000000,10000000000000000
2021-11,io1grwkvpha820gy70tt385twwwmf0ccqzguhwsfl,311,6,2,28025151953000000000000,9000000000000000000000,10000000000000000
2021-11,io1533ns00ptfl7dzua45qls6gcmqgapn50wekp5l,2089,6,4,11043831020523655474000,5000000000000000000000,10000000000000000
2021-11,io15tey6eqrcn53aug93zt8y9qskce5gnypchc5sl,24797,8,7,382462664180971931174416,21000000000000000000000,10000000000000000
2021-11,io1lw6e9lktn7g5frqecezdq3m7tdtz3vnndh84cf,806,5,5,52265545855311791960000,3900000000000000000000,10000000000000000
2021-11,io1xkexxvg9xdlwh4x4t236dllquy377mth3m50nx,23,11,2,49416764199786746788,5000000000000000000,10000000000000000
2021-11,io1hzve3hwf33fwjay3etp256rv67esld5efek09q,23,11,2,49404607704656915280,5000000000000000000,10000000000000000
2021-11,io1qqj7emc6td69levd72f7ghafe05m8entmmps3r,59,6,2,20503627541629731050000,13000000000000000000000,10000000000000000
2021-11,io187zj9f8fujz4rgqy3hpksz6eddr6e02w3cgem6,65,5,3,2009243595765466860000,858000000000000000000,10000000000000000
2021-11,io10gvv22uhdetqv5yzwkq9gsxr3u4grywg23wm0j,290,10,8,69120612210313700000000,25900000000000000000000,10000000000000000
2021-11,io1tk4tj5yvqyctyxfk960y0y0wdmpnfw5qvd9tjj,44,6,6,6608851682000000000000,3000000000000000000000,10000000000000000
2021-11,io10znnh6qdallhypqhapft4q3gndsvueruh3z75z,32,6,4,791115280349655427234138,200000000000000000000000,10000000000000000
2021-11,io1lgmhegpl3xqavy7h9huhx0t3pz4pafczadrxpp,22,5,2,651205110000000000000000,200000000000000000000000,10000000000000000
2021-11,io1a4xsezvza44gkwzgvz0c0yag8tw3uyf74u5mn4,227,9,7,53374132974441296244000,12271240125018116000000,10000000000000000
2021-11,io1pagnwyk263ymeln8w3w7ua20f9wdc4ptvce9mv,39,7,4,2566666068110500000000000,1260695220188000000000000,10000000000000000
2021-11,io12u9pp8c6vy7q7ffpehxtu9l85exjqs6detxvju,23,11,2,49428927543042832032,5000000000000000000,10000000000000000
2021-11,io15lnqu9hlma2jlhz78v354s37v988nfsnfucnve,23,11,2,49416765519914363336,5000000000000000000,10000000000000000
2021-11,io1nnmukfa4pgdjsr0r2qyxpdzf6grwjq96x34e5u,23,11,2,49416765051454713987,5000000000000000000,10000000000000000
2021-11,io1smdu9qmzea9u2qe885pk5u4wwqwft8707ds486,41,20,3,500395688420187920412,50100000000000000000,10000000000000000
2021-11,io109e2uwwvl5323tkw3jxw2jmrv9gly9en6z90j0,23,11,2,49416841149306631377,5000000000000000000,10000000000000000
2021-11,io1vcj64dwf44qumnv3w28qv2gn8a4syec4tr4m36,23,11,2,49416765670439038103,5000000000000000000,10000000000000000
2021-11,io12alvzm5ftdau4t97g8ly68qwhp6xk3jcqc06ge,116,6,4,25120102363000000000000,23303000000000000000000,10000000000000000
2021-11,io1pljckukx9nf8uhxhf3df0mx9q6ylju42ek5ud9,30,6,6,767862856000000000000,237379400000000000000,10000000000000000
2021-11,io10vwm6d5glt9p04wgwj3rsydd34zc0greccy607,37,6,2,52202524370154273200000,30000000000000000000000,10000000000000000
2021-11,io1nx74yzkaw2fxhzausntan5twk77fd6d6rujj50,13,5,4,56440446867184211239000,55200000000000000000000,10000000000000000
2021-11,io1wwulhvr99pqzg64reql5eg8vy3sj9d3hv6z4ew,23,11,2,49428927470612017965,5000000000000000000,10000000000000000
2021-11,io13dme5rnc5g4devpxmx2nfgce7wk6ftrneqdwqj,23,11,2,49428925399725053769,5000000000000000000,10000000000000000
2021-11,io1gtn3ceaneke4tw837jlkrrm7dtemszypgnhkmp,23,11,2,49428924534864290610,5000000000000000000,10000000000000000
2021-11,io17mtffy9ruqg89xv5cxfswdsmuc8vjz7tue76fm,23,11,2,49416766985044098472,5000000000000000000,10000000000000000
2021-11,io169cec7xj9cc9ry0enp9cuxuwvdvytm8p5ggqkq,18543,29,27,427893246721517073629516,4123000000000000000000,14734068789375
2021-11,io1w45qzpc4nw87pewph6hxnytxcsd5t6hluymwdw,650,9,6,5758192608616656491608,640000000000000000000,10000000000000000
2021-11,io1hl5exdtw375gr4rvhwz2sls4nse2cqwxpqarxq,2987,13,6,61207203282156067409000,10650000000000000000000,10000000000000000
2021-11,io1m34sxy0w0wyy9xdfclq48227fa2v6uunyxdg3v,110,5,4,63745892841100970110000,34300000000000000000000,10000000000000000
2021-11,io18yx53rjk0kzmeqy8f62tv7tateyj99zt5kzh28,47,6,3,682251002845530771405,152000000000000000000,10000000000000000
2021-11,io1u4r440fe66mn5wm5ldf4u34udjwqx2ed26q7vh,11,5,3,110576921303607484000,50101233303607484000,10000000000000000
2021-11,io1ukznqct7k7feewkjl0stu3mfq4sv0tvm27sk6x,827,8,11,24022736566000000000000,5400000000000000000000,10000000000000000
2021-11,io1gsy4ml2k0nvz2qg495p07g8s2w50pqqurs0lyh,234,5,4,1390019302168000000000,455000000000000000000,10000000000000000
2021-11,io1d0e895djgjrfhkthj38tsw89ek73yc7jh7hahm,43,13,4,1404501740000000000000,1148000000000000000000,10000000000000000
2021-11,io1h0zdtyqgjut0g07ezgs5rszeghw7m02qft5y9l,62,5,4,2398949777352274950000,1484000000000000000000,10000000000000000
2021-11,io1j8k0dex9pr368qwndlhkfq368pusuejha5m7p0,18,10,2,7011090000000000000000,1815000000000000000000,10000000000000000
2021-11,io176lscgfv85k8dt0gzadpvqaq34wncr76l8tjx8,23,11,2,49428926870414798428,5000000000000000000,10000000000000000
2021-11,io17k8nlvv9sr4yg362xe5nkuuzzl2uesace0evdy,67,5,4,112791229241000000000000,30000000000000000000000,10000000000000000
2021-11,io1t6cljja6jrn2q4c3p73pplyf734a0qwrmn8yqm,132,5,4,13522108731732140010000,5230000000000000000000,10000000000000000
2021-11,io147pmyt8kp3utey2nl5hvntux9pnagl32y0m88t,280,7,4,789701577036148449536000,80418000000000000000000,10000000000000000
2021-11,io1txxgwtulkc87d9xk3u9r5yv4qyudf9kshc8903,67,5,3,2562095679523495640000,700000000000000000000,10000000000000000
2021-11,io1rekdxp3kcg3cn5eyvw2cw6xu0xh3uyjv3l07vr,22,11,2,122220444000000000000,90000000000000000000,10000000000000000
2021-11,io1jfvca9kkp5n8p0h5fj7alkx0yvp32dr6y23zzp,27,5,7,4006815344000000000000,3000000000000000000000,10000000000000000
2021-11,io1fjmcw4hp9e8g8289a307yyw66uh5r34fdvp6j7,23,11,2,49416765724833065556,5000000000000000000,10000000000000000
2021-11,io134ttvszajth3achl372q09935fy86dah4dags3,23,11,2,49416765569169328294,5000000000000000000,10000000000000000
2021-11,io1hty60zrmfy4apeez8z0fm99rjle5wg2pc9lpr2,23,11,2,49428931290551993438,5000000000000000000,10000000000000000
2021-11,io17r7yukzu3vfp5ja2v76q2tf2sncuqstlngacq9,23,11,2,49428925482440778160,5000000000000000000,10000000000000000
2021-11,io177hfgzl2pggjslpc778e0sjujywes8s2mnasen,23,11,2,49428927465288943162,5000000000000000000,10000000000000000
2021-11,io1vgqwa8z5wj4qh0gdecwc0k0y7tzshmfu6pct89,200,6,2,330659007122721160000000,86000000000000000000000,10000000000000000
2021-11,io1lgxw3xeyhpvuevzn3hzawn6qscle5xx4plv436,61,5,3,1618223595765466860000,435000000000000000000,10000000000000000
2021-11,io1dx0avchyy7cx6akyde39hsld85k2zczpgfu6sw,348,6,3,10316360815664823029000,1499000000000000000000,10000000000000000
2021-11,io13evj58xgrqast7x9k8vp23ewgh5qezq5n8kw35,32,7,6,31235179866000000000000,15095000000000000000000,10000000000000000
2021-11,io1839nuel9234xf02p2d0ujskcc49fnp83q9natq,28,5,3,806365077000000000000,340000000000000000000,10000000000000000
2021-11,io1s469de4tlw43zc852nhm25srttxjy28s53qvu9,39,7,3,267377516076691861500000,110000267270000000000000,10000000000000000
2021-11,io1nqjpakx52309d9zkzethu82fmdhuz9rlgvwcww,17,5,1,128179755000000000000,51000000000000000000,10000000000000000
2021-11,io1nhada4dhgfg25f8f9dnldpz6sj6kvfpyewky32,10,6,1,126820000000000000000,45020000000000000000,10000000000000000
2021-11,io1ngatj8z0fpwxk86taungu663kpvrlcm0990t2w,11,5,3,207414126283000000000000,206090000000000000000000,10000000000000000
2021-11,io1saxkhuwkjd9v0un659d6pwtne2ucfkkaghdupw,16,5,4,1496887617780000000000,1030583004140000000000,10000000000000000
2021-11,io193hsv4ec8xx3m00ukggyuzyjlnz4v45d05nz9v,23,11,2,49404604826624990002,5000000000000000000,10000000000000000
2021-11,io12gcr3q7xun48fmuukdrr9d8wrhs23s8f5y7zgt,23,11,2,49428926896704836023,5000000000000000000,10000000000000000
2021-11,io1cnfgxyw0vxfw4jwl3qe9s2u50c2hez7e5gu4p7,23,11,2,49416765057668392874,5000000000000000000,10000000000000000
2021-11,io1yj8muh4a2gaype0jag6jqqy9nss9x73vknc5cn,1024,8,8,25567423678634047260000,1200000000000000000000,10000000000000000
2021-11,io14uuf3d60pkm2u52jls98gv32724u5kfcp07rq6,30,5,3,14310517380836398800000,2623640989010862500000,10000000000000000
2021-11,io1y67cfk5wfx80v8twx6uaf05czpscuvqlz6zpc5,20,6,2,630098555000000000000,100000000000000000000,10000000000000000
2021-11,io1l7h8yn7xxwp8n96x394d3946clca5jf7sgn0m9,23,11,2,49416768722942240837,5000000000000000000,10000000000000000
2021-11,io1lmxhvw0s7m9z8e9dgr9tqlcnyj6yfny2nm6zmj,23,11,2,49428926791855645927,5000000000000000000,10000000000000000
2021-11,io1mtt827q3x9dfxaezz86d52fh0zmcr98cqnpl40,23,11,1,49436399512086293378,5000000000000000000,10000000000000000
2021-11,io1l0d73s9tdhwh0u8g3d2nepl3ahthc90k8zst6l,23,11,2,49416764496753359028,5000000000000000000,10000000000000000
2021-11,io13jkn5xn8vvqju7zjanff9jnf9avc0yzy7xvyzl,701,19,20,306622128472035720734838,75721000000000000000000,10000000000000000
2021-11,io1ldk40cvspuqat6gvgx4svl8dh5tu2c03scsk5k,58,6,4,1707262663661833130000,1011000000000000000000,10000000000000000
2021-11,io12ks0u3tzm3l09kyz58sfav3vsv3su0w0wzftm2,54,5,1,2072411287000000000000,740000000000000000000,10000000000000000
2021-11,io1lqf59fw5uy57eegntqm8v8luwupdkpejym96cw,133,6,6,17723113581000000000000,6500000000000000000000,10000000000000000
2021-11,io1j6rf8fvw4372fx6rjphkq5pjmrwjk8z3fzpfr3,51,6,2,1959714474949814400000000,395450000000000000000000,10000000000000000
2021-11,io1y66saz00sh878zgrdr587yfk62xpjnm3cp6y3e,41,20,3,500418925581524148823,50100000000000000000,10000000000000000
2021-11,io10uqzu4m69m6lku66sxhcc8p8ecwm620gc05a0u,23,11,2,49428927315538449671,5000000000000000000,10000000000000000
2021-11,io1nm6esah4wqnrkmx2zw7zkzjekmmd6tuzyztthg,2835,5,3,2330891212000000000000,401001920000000000000,10000000000000000
2021-11,io1lm77t87pnuswnu3723da79pwd3q3u4wvfktw35,42,6,3,4741414966550000000000,1159281702550000000000,10000000000000000
2021-11,io1gsc223e2rfsej50eu5neaflcq3gayeq24qc2th,44,5,5,4027485702375377250000,590000000000000000000,10000000000000000
2021-11,io1j4sslf6wn5878j08ajr4rpqv62tgv6rhhzjgkp,339,5,2,20334595713000000000000,650000000000000000000,10000000000000000
2021-11,io1apdews6wfpzw8yqtaxp9swaee6emcjry2wv8kj,65,5,2,35551376475000000000000,35100000000000000000000,10000000000000000
2021-11,io1vrftaxpuavxknsg99pmtneurq5y6lcsg6w8y5a,29,5,1,212083184722901355671,103000000000000000000,10000000000000000
2021-11,io14zrye7eu9rus3ldcafpf204lcqpqnlsl6qk3ca,27,5,2,1092805697283715043000000,525000000000000000000000,10000000000000000
2021-11,io1727m377q47lrdluzzpq834nf3k9s7g4w994g5w,23,11,2,49416765941879801858,5000000000000000000,10000000000000000
2021-11,io1hyu4w9x0a5kfv0m79709dv3hueevrqln08ylg3,23,11,2,49416768232584809587,5000000000000000000,10000000000000000
2021-11,io1mll5k2jl3s8w0peazhpywgmvt4e7hcelg06dnp,256,11,9,51280020755240599700000,21690718800000000000000,10000000000000000
2021-11,io1j65cfxxmllrk9pxk97rh07fydt0kv7fhxujlnz,388,9,7,59351626823211043426000,55800000000000000000000,10000000000000000
2021-11,io1l57ef8yhpm3cuplfv9467halsv94h56hnxukga,23,11,2,49428926476485820746,5000000000000000000,10000000000000000
2021-11,io1we4vvtqp9sqyx3mdrg6sa53unpmx9w306wcs70,23,11,2,49432268119407270336,5000000000000000000,10000000000000000
2021-11,io16xh9h04s5kc07t028ce6a88uwmn0c2x5rm2wxc,1208,6,2,22921401741703507868000,1850000000000000000000,10000000000000000
2021-11,io1szl6drpkylpu768efydu79ur0d2ygfd6f266ym,37,5,4,12214550125603616400000,3100000000000000000000,10000000000000000
2021-11,io15j8ltnaj89sx5jcjgjjffnyssq5p5vztumuker,23,11,2,49416766495240983948,5000000000000000000,10000000000000000
2021-11,io107ha9zkkz9ru3q3rngaj8gwy6valljpm9lcajy,23,11,2,49404607458843574239,5000000000000000000,10000000000000000
2021-11,io193wde50spr27c73u8n6elvzx6jnfnezj7hfya8,23,11,2,49428925952874562296,5000000000000000000,10000000000000000
2021-11,io1a926qnmd0vhtps8zlrfwyqs07ajqjh45fuceyk,23,11,2,49428925120095490198,5000000000000000000,10000000000000000
2021-11,io1wr4ax7anyhv9stfjlwh285ln26tr2cmucwxgsm,23,11,2,49428928708073385379,5000000000000000000,10000000000000000
2021-11,io18xpgqqzvzuwfz6zfvzw8ugzne7u957pref2zav,23,11,2,49428926343600513623,5000000000000000000,10000000000000000
2021-11,io1md2nq9agjkfjw73qz8y9k7n6lyp0f857zdjw0e,78,5,5,9402824570000000000000,2580000000000000000000,10000000000000000
2021-11,io1e55k9kx9z4t8t3qyc5fzt8v3yzwwf7ms6ahmtj,94,5,2,3352239274690000000000,731000000000000000000,10000000000000000
2021-11,io1ks63ukhqlafa5ct3d68srf6rx57nkc0gvcu2vt,218,12,3,21714674694000000000000,4500000000000000000000,10000000000000000
2021-11,io1gapgadms9duxz9futxdgltkp6vss970t7qje69,44,5,4,69656887269254366900000,16407518728445256000000,10000000000000000
2021-11,io1wkxzcqwug455z43am88cphq7zn82sqcd0t3skt,37,10,2,573877693774076664496,50000000000000000000,10000000000000000
2021-11,io1ukaae6g6vjhmr8k7gce5a0uqkgp20khdaylrkd,23,11,2,49428927174364810006,5000000000000000000,10000000000000000
2021-11,io18s4a8ngcyeep2ah6hrgtv2ez5pf83f40tcm0mj,23,11,2,49428926143627828560,5000000000000000000,10000000000000000
2021-11,io133g60e9u8ypa9fwhmnd4ws2ztgq8a0paglj4ge,23,11,2,49404605941879801858,5000000000000000000,10000000000000000
2021-11,io1xhnltt3dyzkklazvauzqpqwugpp8z9em54j406,584,6,5,12351469380089169111392,2870425000000000000000,10000000000000000
2021-11,io174uwt3kmp2uew89s34pj5elk5mn7425rcuskzw,18332,5,4,364386875819408201952611,40000000000000000000000,10000000000000000
2021-11,io1ujrhg2h94u5elmglysyqjydghlxctrv65skk63,148,9,4,850888891405188708328,200000000000000000000,1
2021-11,io1m6q7jfjl5kx0pyzc2688f6xf5mzdnxhwxvqfg0,71,5,3,86985821854024274000,34905122711216833000,10000000000000000
2021-11,io14carslgtyzs3sxmpmqcps4hxd28wpum6uwlhwr,107,8,5,685192706093615060439,162061435367342470000,10000000000000000
2021-11,io15eln4xjr8q8ywy5khzt7t0dzajfh9xzwp4hln4,1234,10,5,403378413179308947800000,162000000000000000000000,0
2021-11,io183ftw4m0huyfxlt7k963p7qwss4kczn6e3fwnq,23,11,2,49416766139488663544,5000000000000000000,10000000000000000
2021-11,io1nnqalpexrwrj3pwkax2zdlxfvefggszpc72578,23,11,2,49416765744948048652,5000000000000000000,10000000000000000
2021-11,io1haee6psayqm55agjvmj9tmvp2av72k345d2kzk,2152,5,7,17466620768712999719730,4014000000000000000000,10000000000000000
2021-11,io1v84cyk9fauc9jpjd3zx6d8ahlwxe53dqgag2tm,73,6,5,17564371775141703726000,9173000000000000000000,10000000000000000
2021-11,io1526cpyl2x3g4jk3fl88jy4ke05vqjvkc3ldn5q,693,7,7,153140965591277358170000,30000000000000000000000,10000000000000000
2021-11,io17xahzkqzqk4lpr4gpzr0ngny3evrqhuuzdyym8,45,10,3,201803365000000000000,100000000000000000000,1000000000000000
2021-11,io1cs7cgxvwc0shk2vlzqkqrc8hjuancq5csajamt,22,6,2,1349334186000000000000,1000000000000000000000,10000000000000000
2021-11,io14qhjxlnzt5z7cd2lxq78ak2e90agspx8mxw275,23,11,2,49428927194518160632,5000000000000000000,10000000000000000
2021-11,io1unew0pndrnpw4dm73zyjaf503g2ky74957h908,23,11,2,49428924621555293240,5000000000000000000,10000000000000000
2021-11,io1m46d4xerek0qln42vx0fj5jm52pek38yzapf6d,3031,6,2,94838784130218243083600,12000000000000000000000,10000000000000000
2021-11,io1j3w47f3eh5jzwfprvqd3ya9a3kj6ltk8tayckc,57,6,5,1163684969000000000000,703690800000000000000,10000000000000000
2021-11,io1utzpcfkhsqvg8xfcuxherang7der2gxustt3er,47,6,4,807754947089856670304,131571305000000000000,10000000000000000
2021-11,io1jde5uenarnk20765zwfh0sd0rpv3f4jsrx2t92,14,5,1,2550829000000000000000,2438759000000000000000,10000000000000000
2021-11,io1j0phvdtpuqzzmmz26endjzsvr7qxskvljmjezp,51,5,6,22506751973745815265000,21500000000000000000000,10000000000000000
2021-11,io1a55mkczx8j5wcg40uh527cr8vp7awpkrytx9rx,23,11,2,49416766310041088879,5000000000000000000,10000000000000000
2021-11,io1has8pyahj0v9f4mxnm2t0ygejsgglry2e9mrrj,23,11,2,49416766657505785192,5000000000000000000,10000000000000000
2021-11,io1w22xtd3zcgfecpeg4ttjz77a9az8yd799zy5fh,23,11,2,49428928419582843129,5000000000000000000,10000000000000000
2021-11,io1we9dnh200gdw99h9ksect0crj8hwdt74cfpzee,23,11,2,49416766324352698961,5000000000000000000,10000000000000000
2021-11,io1xp0m5gq4sygadhqx2258a289jgtjkshath53mn,23,11,2,49416765301191082920,5000000000000000000,10000000000000000
2021-11,io1ng38uhwz5h9gv7gevmp7l3agghpa62ekx09tm2,21,5,0,6843142365575630039,3996940000000000000,3371401017
2021-11,io1xnz68pjqvy9mq3vc3uq0t5ec67xyfnj0qdmsav,360,6,5,35315605841341592408005,2830000000000000000000,10000000000000000
2021-11,io1vddc42n48v8kf9p7yw5rutu2pnwrcxshxjfcry,23,11,2,49428924615641539195,5000000000000000000,10000000000000000
2021-11,io1hthya6ezclsqshdp9z4c3gsssdzavhx67n0a57,23,11,2,49428928093849952309,5000000000000000000,10000000000000000
2021-11,io17c0s45jea2l4v569u9d4dczclvwyaedy9teuxs,65,5,3,1367927247356989690000,438000000000000000000,10000000000000000
2021-11,io1u7a5xna88fckhg7qgew3cpstvw420ppgrascm2,29,5,3,8218539717000000000000,3100000000000000000000,10000000000000000
2021-11,io1jscn6k8c5z9s6sw9qvtsx24u9k4ec6a0q5swkc,23,11,2,49428926075987748305,5000000000000000000,10000000000000000
2021-11,io1d877x50fv27dereaty5we39qsv2nsue0l6unjt,23,11,2,49428924432814332539,5000000000000000000,10000000000000000
2021-11,io1qzjkd5pcy0g0u0ag6mqau4rv6hu5f8aeavyjev,64,6,5,5329311169259298310000,1200000000000000000000,10000000000000000
2021-11,io1gf862fdv3yde82a34qx220jvkpjsgfeues6aut,361,11,9,2199278262094000000000000,170000000000000000000000,10000000000000000
2021-11,io16xzdvrejkvrq6sy3wk0n3g2wd7t7gwgf6mjtcc,23,11,2,49416766506295098807,5000000000000000000,10000000000000000
2021-11,io1q49ycgsnlnh04mm0u70qup44atfstj8p9887hg,241,10,2,154084094051270816767210,30724633315621684000000,10000000000000000
2021-11,io1w02t9fwappu2e73wkxfhqh27w0036qpfykxsat,23,11,2,49428924579558239907,5000000000000000000,10000000000000000
2021-11,io1skczngq77r0kmjjmzl0dwtfvaewc8zzg8tjgcj,3596,6,3,7681705844623374388430000,36500000000000000000000,10000000000000000
2021-11,io1qt8yrhkkcmx9zn2nnxffs4egsdw0cfgkkrn25t,42,6,7,1201271515552169723305,310218698788123180000,999997000000000000
2021-11,io19vatuhh5flr9qck4w4wy2jh8rtfc5ln72w4np6,37,5,3,877950685332136247000,166700000000000000000,10000000000000000
2021-11,io12wq723qn7svuufnp2zjlxspv6n4mc4a4vp82m2,69,5,3,614779384407404500000,125173355407404500000,10000000000000000
2021-11,io1vj3m27q7qhfmnn0gdcegkkc2wptztpy2fkd5n5,250,5,4,86663480599631585400000,25000000000000000000000,10000000000000000
2021-11,io1yx6e3hr07v2xdcnmpwz0z2z600p8l85gp0dn5d,10,5,1,2060780000000000000000,617230000000000000000,10000000000000000
2021-11,io1dhqvvhvh5gqmuzs4lsz2xvxzg4l77tzl7ljvd8,23,11,2,49428925577558496401,5000000000000000000,10000000000000000
2021-11,io12x505dpcvvzck5rfds3rmxy89nmua6hdmdjyws,10,6,2,1012000000000000000,400000000000000000,1000000000000000
2021-11,io1eedftp5l0hps5cpvarqqrkp7wup2tmearv8jv4,91,5,2,5773320671837853807257,1373590745939678100000,10000000000000000
2021-11,io1wm27w275zdggsjqu6rx979y56uxy6znq49z57h,59,6,4,34735242551450000000000,9400000000000000000000,10000000000000000
2021-11,io1f22w7v9g2hkd5xy427yupmrenp0upnz5r9t3pq,43,5,10,679786930346487359253,169148794432335150000,10000000000000000
2021-11,io1vm09pq9xll07qe7e07zh65l2h7aryvxdfjpguh,117,5,6,8771374382451630600000,2050000000000000000000,10000000000000000
2021-11,io14zavmn9s6jf28x44q3an4dgdxpp54fnz6k4a9p,35,7,5,3675788116091319232000,1087606038066409900000,10000000000000000
2021-11,io1297waenpk4ld04dkzklhqr9nqlv85qjm9dde5m,230,9,49,2271000002000000000000000,500000000000000000000000,1000000000000000
2021-11,io1eqhfl6skrn52yuvt05yug7xs7093h87scptcsv,87,5,3,4651057829410549296608,2200000000000000000000,10000000000000000
